id,text,label
949,Chk in ur belovd ms dict,0
950,Is that what time you want me to come?,0
951,"Awesome, lemme know whenever you're around",0
952,Shb b ok lor... Thanx...,0
953,"Beautiful Truth against Gravity.. Read carefully: \Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it..\"" GOOD NIGHT""",0
954,Also remember to get dobby's bowl from your car,0
955,Filthy stories and GIRLS waiting for your,1
956,Sorry i now then c ur msg... Yar lor so poor thing... But only 4 one night... Tmr u'll have a brand new room 2 sleep in...,0
957,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical",0
958,Welp apparently he retired,0
959,My sort code is  and acc no is . The bank is natwest. Can you reply to confirm i've sent this to the right person!,0
960,Where @,0
961,U sure u can't take any sick time?,0
962,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050001808 from land line. Claim M95. Valid12hrs only,1
963,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",0
964,Yo chad which gymnastics class do you wanna take? The site says Christians class is full..,0
965,Are you this much buzy,0
966,Or better still can you catch her and let ask her if she can sell  &lt;#&gt;  for me.,0
967,I am not sure about night menu. . . I know only about noon menu,0
968,What do u want when i come back?.a beautiful necklace as a token of my heart for you.thats what i will give but ONLY to MY WIFE OF MY LIKING.BE THAT AND SEE..NO ONE can give you that.dont call me.i will wait till i come.,0
969,Are you willing to go for aptitude class.,0
970,"It wont b until 2.15 as trying 2 sort house out, is that ok?",0
971,"Yar lor he wan 2 go c horse racing today mah, so eat earlier lor. I ate chicken rice. U?",0
972,"Haha awesome, omw back now then",0
973,Yup i thk so until e shop closes lor.,0
974,what is your account number?,0
975,Eh u send wrongly lar...,0
976,Hey no I ad a crap nite was borin without ya 2 boggy with me u boring biatch! Thanx but u wait til nxt time il ave ya ,0
977,Ok i shall talk to him,0
978,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,0
979,Hey you can pay. With salary de. Only  &lt;#&gt; .,0
980,Another month. I need chocolate weed and alcohol.,0
981,If he started searching he will get job in few days.he have great potential and talent.,0
982,Reckon need to be in town by eightish to walk from * carpark.,0
983,"Congrats! 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid your mates, play java games, Dload polyPH music, noline rentl.",1
984,LOOK AT THE FUCKIN TIME. WHAT THE FUCK YOU THINK IS UP,0
985,Yo guess what I just dropped,0
986,Carlos says he'll be at mu in  &lt;#&gt;  minutes,0
987,I'm in office now . I will call you  &lt;#&gt;  min:),0
988,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",0
989,"Yun ah.the ubi one say if Ì_ wan call by tomorrow.call 67441233 look for irene.ere only got bus8,22,65,61,66,382. Ubi cres,ubi tech park.6ph for 1st 5wkg days.Ì¬n",0
990,Ugh. Gotta drive back to sd from la. My butt is sore.,0
991,26th OF JULY,0
992,Hi im having the most relaxing time ever! we have to get up at 7am every day! was the party good the other night? I get home tomorrow at 5ish.,0
993,Up to Ì_... ÌÏ wan come then come lor... But i din c any stripes skirt...,0
994,The Xmas story is peace.. The Xmas msg is love.. The Xmas miracle is jesus.. Hav a blessed month ahead &amp; wish U Merry Xmas...,0
995,"I can't, I don't have her number!",0
996,Change again... It's e one next to escalator...,0
997,Yetunde i'm in class can you not run water on it to make it ok. Pls now.,0
998,Not a lot has happened here. Feels very quiet. Beth is at her aunts and charlie is working lots. Just me and helen in at the mo. How have you been? ,0
999,Then Ì_ wait 4 me at bus stop aft ur lect lar. If i dun c Ì_ then i go get my car then come back n pick Ì_.,0
1000,"Aight will do, thanks again for comin out",0
1001,No..but heard abt tat..,0
1002,Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,1
1003,Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.,0
1004,&lt;#&gt;  am I think? Should say on syllabus,0
1005,Umma. Did she say anything,0
1006,Give me a sec to think think about it,0
1007,Panasonic & BluetoothHdset FREE. Nokia FREE. Motorola FREE & DoubleMins & DoubleTxt on Orange contract. Call MobileUpd8 on 08000839402 or call 2optout,1
1008,I don't quite know what to do. I still can't get hold of anyone. I cud pick you up bout 7.30pm and we can see if they're in the pub?,0
1009,"Poyyarikatur,kolathupalayam,unjalur post,erode dis, &lt;#&gt; .",0
1010,"Dear Hero,i am leaving to qatar tonite for an apt opportunity.pls do keep in touch at  &lt;EMAIL&gt; ,kerala",0
1011,Lol I would but my mom would have a fit and tell the whole family how crazy and terrible I am,0
1012,"I just got home babe, are you still awake ?",0
1013,I dunno they close oredi not... ÌÏ v ma fan...,0
1014,Just buy a pizza. Meat lovers or supreme. U get to pick.,0
1015,"Ya, told..she was asking wats matter?",0
1016,"Dear,regret i cudnt pick call.drove down frm ctla now at cochin home.left mobile in car..ente style ishtamayoo?happy bakrid!",0
1017,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,1
1018,Shall i send that exe to your mail id.,0
1019,Nope watching tv at home... Not going out. V bored...,0
1020,Don know..wait i will check it.,0
1021,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen",0
1022,Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394514 From Landline DATEBox1282EssexCM61XN 150p/min 18,1
1023,We still on for tonight?,0
1024,May i call You later Pls,0
1025,Hasn't that been the pattern recently crap weekends?,0
1026,I have a sore throat. It's scratches when I talk,0
1027,Yes da. Any plm at ur office,0
1028,Are you not around or just still asleep? :V,0
1029,"Lol you forgot it eh ? Yes, I'll bring it in babe",0
1030,"Its good, we'll find a way",0
1031,Can not use foreign stamps in this country. Good lecture .,0
1032,Yup bathe liao...,0
1033,HAPPY NEW YEAR MY NO.1 MAN,0
1034,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",0
1035,ZOE IT JUST HIT ME 2 IM FUCKING SHITIN MYSELF IL DEFO TRY MY HARDEST 2 CUM 2MOROW LUV U MILLIONS LEKDOG,0
1036,"Hello baby, did you get back to your mom's ? Are you setting up the computer now ? Filling your belly ? How goes it loverboy ? I miss you already ... *sighs*",0
1037,"No my blankets are sufficient, thx",0
1038,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",0
1039,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM",0
1040,They just talking thats it de. They wont any other.,0
1041,Today am going to college so am not able to atten the class.,0
1042,I'm in class. Will holla later,0
1043,Easy ah?sen got selected means its good..,0
1044,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?,0
1045,"We know someone who you know that fancies you. Call 09058097218 to find out who. POBox 6, LS15HB 150p",1
1046,"Come round, it's . ",0
1047,"Do 1 thing! Change that sentence into: \Because i want 2 concentrate in my educational career im leaving here..\""""",0
1048,"1000's flirting NOW! Txt GIRL or BLOKE & ur NAME & AGE, eg GIRL ZOE 18 to 8007 to join and get chatting!",1
1049,I walked an hour 2 c u! doesnåÕt that show I care y wont u believe im serious?,0
1050,18 days to Euro2004 kickoff! U will be kept informed of all the latest news and results daily. Unsubscribe send GET EURO STOP to 83222.,1
1051,Are you available for soiree on June 3rd?,0
1052,Do u noe wat time e place dat sells 4d closes?,0
1053,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished",0
1054,Jay's getting really impatient and belligerent,0
1055,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,0
1056,I'm at work. Please call,0
1057,Then u drive lor.,0
1058,Ard 515 like dat. Y?,0
1059,Tell me they're female :V how're you throwing in? We're deciding what all to get now,0
1060,EASTENDERS TV Quiz. What FLOWER does DOT compare herself to? D= VIOLET E= TULIP F= LILY txt D E or F to 84025 NOW 4 chance 2 WIN å£100 Cash WKENT/150P16+,1
1061,I'm working technical support :)voice process.networking field.,0
1062,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.,0
1063,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.,0
1064,We have new local dates in your area - Lots of new people registered in YOUR AREA. Reply DATE to start now! 18 only www.flirtparty.us REPLYS150,1
1065,"That's fine, I'll bitch at you about it later then",0
1066,No my mum went 2 dentist.,0
1067,Once free call me sir. I am waiting for you.,0
1068,Meeting u is my work. . . Tel me when shall i do my work tomorrow,0
1069,Someone U know has asked our dating service 2 contact you! Cant Guess who? CALL 09058091854 NOW all will be revealed. PO BOX385 M6 6WU,1
1070,Jus finish bathing...,0
1071,"alright, I'll make sure the car is back tonight",0
1072,URGENT! We are trying to contact U. Todays draw shows that you have won a å£800 prize GUARANTEED. Call 09050003091 from land line. Claim C52. Valid12hrs only,1
1073,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688,1
1074,Lul im gettin some juicy gossip at the hospital. Two nurses are talking about how fat they are gettin. And one thinks shes obese. Oyea.,0
1075,Aight ill get on fb in a couple minutes,0
1076,Oi. Ami parchi na re. Kicchu kaaj korte iccha korche na. Phone ta tul na. Plz. Plz.,0
1077,Where can download clear movies. Dvd copies.,0
1078,"Yep, by the pretty sculpture",0
1079,Convey my regards to him,0
1080,Me too watching surya movie only. . .after 6 pm vijay movie POKKIRI,0
1081,You tell what happen dont behave like this to me. Ok no need to say,0
1082,Can u get pic msgs to your phone?,0
1083,Send to someone else :-),0
1084,Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,0
1085,For me the love should start with attraction.i should feel that I need her every time around me.she should be the first thing which comes in my thoughts.I would start the day and end it with her.she should be there every time I dream.love will be then when my every breath has her name.my life should happen around her.my life will be named to her.I would cry for her.will give all my happiness and take all her sorrows.I will be ready to fight with anyone for her.I will be in love when I will be doing the craziest things for her.love will be when I don't have to proove anyone that my girl is the most beautiful lady on the whole planet.I will always be singing praises for her.love will be when I start up making chicken curry and end up makiing sambar.life will be the most beautiful then.will get every morning and thank god for the day because she is with me.I would like to say a lot..will tell later..,0
1086,"FR'NDSHIP is like a needle of a clock. Though V r in d same clock, V r nt able 2 met. Evn if V meet,itz only 4few seconds. Bt V alwys stay conected. Gud 9t;-)",0
1087,I don't think he has spatula hands!,0
1088,You can never do NOTHING,0
1089,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99,1
1090,Goodmorning today i am late for  &lt;DECIMAL&gt; min.,0
1091,WIN URGENT! Your mobile number has been awarded with a å£2000 prize GUARANTEED call 09061790121 from land line. claim 3030 valid 12hrs only 150ppm ,1
1092,Please da call me any mistake from my side sorry da. Pls da goto doctor.,0
1093,Where r we meeting?,0
1094,"Well the weather in cali's great. But its complexities are great. You need a car to move freely, its taxes are outrageous. But all in all its a great place. The sad part is i missing home.",0
1095,Now only i reached home. . . I am very tired now. . I will come tomorro,0
1096,Ryder unsold.now gibbs.,0
1097,Dear Subscriber ur draw 4 å£100 gift voucher will b entered on receipt of a correct ans. When was Elvis Presleys Birthday? TXT answer to 80062,1
1098,Don't fret. I'll buy the ovulation test strips and send them to you. You wont get them til like march. Can you send me your postal address.u'll be alright.Okay.,0
1099,NO GIFTS!! You trying to get me to throw myself off a cliff or something?,0
1100,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,0
1101,You busy or can I come by at some point and figure out what we're doing tomorrow,0
1102,"Yeah go on then, bored and depressed sittin waitin for phone to ring... Hope the wind drops though, scary",0
1103,Black shirt n blue jeans... I thk i c Ì_...,0
1104,Aiyah sorry lor... I watch tv watch until i forgot 2 check my phone.,0
1105,Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,1
1106,on hen night. Going with a swing,0
1107,"Good afternoon, my love. How goes your day ? What are you up to ? I woke early and am online waiting for you ... Hmmm ... Italian boy is online I see . *grins*",0
1108,From someone not to smoke when every time I've smoked in the last two weeks is because of you calling or texting me that you wanted to smoke,0
1109,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-),0
1110,S s..first time..dhoni rocks...,0
1111,Ok ill tell the company,0
1112,"Awesome, think we can get an 8th at usf some time tonight?",0
1113,So that means you still think of teju,0
1114,"No I'm good for the movie, is it ok if I leave in an hourish?",0
1115,No no:)this is kallis home ground.amla home town is durban:),0
1116,So lets make it saturday or monday as per convenience.,0
1117,Hey... What time is your driving on fri? We go for evaluation on fri?,0
1118,"449050000301 You have won a å£2,000 price! To claim, call 09050000301.",1
1119,I'm going 4 lunch now wif my family then aft dat i go str 2 orchard lor.,0
1120,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16",1
1121,Cancel cheyyamo?and get some money back?,0
1122,Do you want 750 anytime any network mins 150 text and a NEW video phone for only five pounds per week call 08000776320 now or reply for delivery Tomorrow,1
1123,Ok.ok ok..then..whats ur todays plan,0
1124,Good morning princess! How are you?,0
1125,Aiyar sorry lor forgot 2 tell u...,0
1126,For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,1
1127,Not tonight mate. Catching up on some sleep. This is my new number by the way. ,0
1128,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay",0
1129,Ur HMV Quiz cash-balance is currently å£500 - to maximize ur cash-in now send HMV1 to 86688 only 150p/msg,1
1130,"So check your errors and if you had difficulties, do correction.",0
1131,Howz pain?hope u r fine..,0
1132,"Sorry, I'll call later",0
1133,Good morning princess! How are you?,0
1134,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",0
1135,U wake up already? Thanx 4 e tau sar piah it's quite nice.,0
1136,K do I need a login or anything,0
1137,Dont forget you can place as many FREE Requests with 1stchoice.co.uk as you wish. For more Information call 08707808226.,1
1138,LOL ... No just was busy,0
1139,What * u wearing?,0
1140,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com,0
1141,Oh:)as usual vijay film or its different?,0
1142,I don't know u and u don't know me. Send CHAT to 86688 now and let's find each other! Only 150p/Msg rcvd. HG/Suite342/2Lands/Row/W1J6HL LDN. 18 years or over.,1
1143,Have you had a good day? Mine was really busy are you up to much tomorrow night?,0
1144,And is there a way you can send shade's stuff to her. And she has been wonderful too.,0
1145,Really... I tot ur paper ended long ago... But wat u copied jus now got use? U happy lar... I still haf 2 study :-(,0
1146,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",1
1147,Babe ? I lost you ... :-(,0
1148,Ok... Help me ask if she's working tmr a not?,0
1149,I'm not driving... Raining! Then i'll get caught at e mrt station lor.,0
1150,Not a drop in the tank,0
1151,(That said can you text him one more time?),0
1152,"Sorry, I'll call later",0
1153,Ok i go change also...,0
1154,1000's of girls many local 2 u who r virgins 2 this & r ready 2 4fil ur every sexual need. Can u 4fil theirs? text CUTE to 69911(å£1.50p. m),1
1155,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.,0
1156,"Sorry man, accidentally left my phone on silent last night and didn't check it til I got up",0
1157,Hey.. Something came up last min.. Think i wun be signing up tmr.. Hee,0
1158,He's an adult and would learn from the experience. There's no real danger. I just dont like peeps using drugs they dont need. But no comment,0
1159,Hey! There's veggie pizza... :/,0
1160,Yun buying... But school got offer 2000 plus only...,0
1161,You sure your neighbors didnt pick it up,0
1162,K. I will sent it again,0
1163,Free entry in 2 a wkly comp to win FA Cup final tkts 21st May 2005. Text FA to 87121 to receive entry question(std txt rate)T&C's apply 08452810075over18's,1
1164,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",0
1165,Well. Im computerless. Time to make some oreo truffles,0
1166,"Haha yeah I see that now, be there in a sec",0
1167,I am not having her number sir,0
1168,Lol now I'm after that hot air balloon!,0
1169,Ok . . now i am in bus. . If i come soon i will come otherwise tomorrow,0
1170,Msgs r not time pass.They silently say that I am thinking of U right now and also making U think of me at least 4 a moment. Gd nt.swt drms @Shesil,0
1171,"Yeah, we can probably swing by once my roommate finishes up with his girl",0
1172,"Got what it takes 2 take part in the WRC Rally in Oz? U can with Lucozade Energy! Text RALLY LE to 61200 (25p), see packs or lucozade.co.uk/wrc & itcould be u!",1
1173,Happy new years melody!,0
1174,ÌÏ dun need to pick ur gf?,0
1175,Yay! You better not have told that to 5 other girls either.,0
1176,Horrible u eat macs eat until u forgot abt me already rite... U take so long 2 reply. I thk it's more toot than b4 so b prepared. Now wat shall i eat?,0
1177,"Did he say how fantastic I am by any chance, or anything need a bigger life lift as losing the will 2 live, do you think I would be the first person 2 die from N V Q? ",0
1178,Just nw i came to hme da..,0
1179,"I'm outside islands, head towards hard rock and you'll run into me",0
1180,To day class is there are no class.,0
1181,I'm in chennai velachery:),0
1182,You flippin your shit yet?,0
1183,"K give me a sec, breaking a  &lt;#&gt;  at cstore",0
1184,Am i that much bad to avoid like this?,0
1185,"Yo, you around? Just got my car back",0
1186,Annoying isn't it.,0
1187,"Goodmorning, Today i am late for  &lt;#&gt; min.",0
1188,There's no point hangin on to mr not right if he's not makin u happy,0
1189,All will come alive.better correct any good looking figure there itself..,0
1190,In that case I guess I'll see you at campus lodge,0
1191,We're done...,0
1192,Come to my home for one last time i wont do anything. Trust me.,0
1193,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.,0
1194,Sex up ur mobile with a FREE sexy pic of Jordan! Just text BABE to 88600. Then every wk get a sexy celeb! PocketBabe.co.uk 4 more pics. 16 å£3/wk 087016248,1
1195,Ok... C ya...,0
1196,You have 1 new voicemail. Please call 08719181503,1
1197,What he said is not the matter. My mind saying some other matter is there.,0
1198,He also knows about lunch menu only da. . I know,0
1199,"Al he does is moan at me if n e thin goes wrong its my fault&al de arguments r my fault&fed up of him of himso y bother? Hav 2go, thanx.xx",0
1200,NEFT Transaction with reference number  &lt;#&gt;  for Rs. &lt;DECIMAL&gt;  has been credited to the beneficiary account on  &lt;#&gt;  at  &lt;TIME&gt; : &lt;#&gt;,0
1201,Otherwise had part time job na-tuition..,0
1202,I know she called me,0
1203,"Me also da, i feel yesterday night  wait til 2day night dear.",0
1204,Thanks for understanding. I've been trying to tell sura that.,0
1205,WIN a year supply of CDs 4 a store of ur choice worth å£500 & enter our å£100 Weekly draw txt MUSIC to 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3,1
1206,The whole car appreciated the last two! Dad and are having a map reading semi argument but apart from that things are going ok. P.,0
1207,"As a SIM subscriber, you are selected to receive a Bonus! Get it delivered to your door, Txt the word OK to No: 88600 to claim. 150p/msg, EXP. 30Apr",1
1208,I need you to be in my strong arms...,0
1209,Also maaaan are you missing out,0
1210,His bday real is in april .,0
1211,Guessin you ain't gonna be here before 9?,0
1212,Ok then i will come to ur home after half an hour,0
1213,"Yo, the game almost over? Want to go to walmart soon",0
1214,"Yeah, probably but not sure. Ilol let u know, but personally I wuldnt bother, then again if ur goin to then I mite as well!!",0
1215,I'll text now! All creepy like so he won't think that we forgot,0
1216,"that would be good ‰Û_ I'll phone you tomo lunchtime, shall I, to organise something?",0
1217,You have 1 new voicemail. Please call 08719181513.,1
1218,"Damn, can you make it tonight or do you want to just wait til tomorrow",0
1219,K..k..i'm also fine:)when will you complete the course?,0
1220,"True. It is passable. And if you get a high score and apply for phd, you get 5years of salary. So it makes life easier.",0
1221,No. 1 Nokia Tone 4 ur mob every week! Just txt NOK to 87021. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,1
1222,Prakesh is there know.,0
1223,Teach me apps da. When you come to college.,0
1224,Rofl betta invest in some  anti aging products,0
1225,You are a winner U have been specially selected 2 receive å£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,1
1226,"sir, you will receive the account no another 1hr time. Sorry for the delay.",0
1227,Reply with your name and address and YOU WILL RECEIVE BY POST a weeks completely free accommodation at various global locations www.phb1.com ph:08700435505150p,1
1228,So Ì_'ll be submitting da project tmr rite?,0
1229,FREE entry into our å£250 weekly comp just send the word ENTER to 84128 NOW. 18 T&C www.textcomp.com cust care 08712405020.,1
1230,Jus ans me lar. U'll noe later.,0
1231,I want to send something that can sell fast.  &lt;#&gt; k is not easy money.,0
1232,have got * few things to do. may be in * pub later.,0
1233,1's finish meeting call me.,0
1234,Lol ok. I'll snatch her purse too.,0
1235,"\Hello-/@drivby-:0quit edrunk sorry iff pthis makes no senrd-dnot no how ^ dancce 2 drum n basq!ihave fun 2nhite x ros xxxxxxx\""""",0
1236,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..,0
1237,How much are we getting?,0
1238,Is ur paper in e morn or aft tmr?,0
1239,"Dear relieved of westonzoyland, all going to plan this end too!",0
1240,Hope you are having a great new semester. Do wish you the very best. You are made for greatness.,0
1241,Oh yes I can speak txt 2 u no! Hmm. Did u get  email?,0
1242,"I want to show you the world, princess :) how about europe?",0
1243,Nobody can decide where to eat and dad wants Chinese,0
1244,No shoot me. I'm in the docs waiting room. :/,0
1245,Now? I'm going out 4 dinner soon..,0
1246,Hello which the site to download songs its urgent pls,0
1247,"I do know what u mean,  is the king of not havin credit! I'm goin2bed now. Night night sweet! Only1more sleep! ",0
1248,Horrible gal. Me in sch doing some stuff. How come u got mc?,0
1249,"HI HUN! IM NOT COMIN 2NITE-TELL EVERY1 IM SORRY 4 ME, HOPE U AVA GOODTIME!OLI RANG MELNITE IFINK IT MITE B SORTED,BUT IL EXPLAIN EVERYTHIN ON MON.L8RS.x",0
1250,"I call you later, don't have network. If urgnt, sms me.",0
1251,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,0
1252,Please CALL 08712402779 immediately as there is an urgent message waiting for you,1
1253,Yeah like if it goes like it did with my friends imma flip my shit in like half an hour,0
1254,Mum say we wan to go then go... Then she can shun bian watch da glass exhibition... ,0
1255,What your plan for pongal?,0
1256,Just wait till end of march when el nino gets himself. Oh.,0
1257,"Not yet chikku..going to room nw, i'm in bus..",0
1258,Am also doing in cbe only. But have to pay.,0
1259,Honey boo I'm missing u.,0
1260,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us",0
1261,"Yo, I'm at my parents' gettin cash. Good news: we picked up a downstem",0
1262,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!",0
1263,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)",1
1264,Ok. No wahala. Just remember that a friend in need ...,0
1265,I will see in half an hour,0
1266,"Im in inperialmusic listening2the weirdest track ever byåÓleafcutter johnåÓ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0
1267,\Hey sorry I didntgive ya a a bellearlier hunny,0
1268,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0
1269,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx Callså£1/minmoremobsEMSPOBox45PO139WA,1
1270,"Tee hee. Off to lecture, cheery bye bye.",0
1271,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0
1272,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0
1273,Ok...,0
1274,network operator. The service is free. For T & C's visit 80488.biz,1
1275,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0
1276,Wot u up 2 u weirdo?,0
1277,Can do lor...,0
1278,Dont put your phone on silent mode ok,0
1279,Can i meet Ì_ at 5.. As 4 where depends on where Ì_ wan 2 in lor..,0
1280,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0
1281,Oh ho. Is this the first time u use these type of words,0
1282,Am I the only one who doesn't stalk profiles?,0
1283,"Ever green quote ever told by Jerry in cartoon \A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt""",0
1284,Yes i thought so. Thanks.,0
1285,But if she.s drinkin i'm ok.,0
1286,"Just wondering, the others just took off",0
1287,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0
1288,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0
1289,Happy new year to u too!,0
1290,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0
1291,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... ,0
1292,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0
1293,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0
1294,Happy birthday... May all ur dreams come true...,0
1295,Aiyah u did ok already lar. E nydc at wheellock?,0
1296,TELL HER I SAID EAT SHIT.,0
1297,Sure! I am driving but will reach my destination soon.,0
1298,"K so am I, how much for an 8th? Fifty?",0
1299,Your daily text from me ‰ÛÒ a favour this time,0
1300,Great to hear you are settling well. So what's happenin wit ola?,0
1301,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0
1302,I tot u reach liao. He said t-shirt.,0
1303,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0
1304,I cant pick the phone right now. Pls send a message,0
1305,Your right! I'll make the appointment right now.,0
1306,Designation is software developer and may be she get chennai:),0
1307,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1
1308,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1
1309,I jokin oni lar.. ÌÏ busy then i wun disturb Ì_.,0
1310,"Ok, be careful ! Don't text and drive !",0
1311,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0
1312,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0
1313,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0
1314,How abt making some of the pics bigger?,0
1315,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0
1316,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0
1317,Why nothing. Ok anyway give me treat,0
1318,"Win the newest ‰ÛÏHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1
1319,Ok...,0
1320,Correct. So how was work today,0
1321,"Just sent again. Do you scream and moan in bed, princess?",0
1322,"I wake up long ago already... Dunno, what other thing?",0
1323,Oh just getting even with u.... u?,0
